Date,Currency,Mean,Buy,Sell
9/13/2018,EURO,117.0217,116.8922,117.1511
9/14/2018,EURO,118.3225,118.1944,118.4506
9/17/2018,EURO,117.8197,117.6861,117.9533
9/18/2018,EURO,117.8247,117.6961,117.9533
9/19/2018,EURO,117.9447,117.8144,118.075
9/20/2018,EURO,117.6347,117.5022,117.7672
9/21/2018,EURO,118.3661,118.2333,118.4989
9/24/2018,EURO,118.4281,118.2983,118.5578
9/25/2018,EURO,119.1403,119.0094,119.2711
9/26/2018,EURO,119.0211,118.8883,119.1539
9/27/2018,EURO,118.5142,118.39,118.6383
9/28/2018,EURO,117.8828,117.7489,118.0167
10/1/2018,EURO,116.8111,116.6772,116.945
10/2/2018,EURO,117.0797,116.9533,117.2061
10/3/2018,EURO,116.4844,116.3567,116.6122
10/4/2018,EURO,116.5322,116.405,116.6594
10/5/2018,EURO,116.3053,116.175,116.4356
10/8/2018,EURO,116.2736,116.14,116.4072
10/9/2018,EURO,115.73,115.5994,115.8606
10/11/2018,EURO,115.5619,115.4328,115.6911
10/12/2018,EURO,116.7636,116.6317,116.8956
10/15/2018,EURO,116.495,116.3628,116.6272
10/16/2018,EURO,116.8864,116.7561,117.0167
10/17/2018,EURO,117.1881,117.0539,117.3222
10/18/2018,EURO,116.6583,116.5261,116.7906
10/19/2018,EURO,116.1356,116.0078,116.2633
10/22/2018,EURO,115.8311,115.7028,115.9594
10/23/2018,EURO,116.0792,115.9483,116.21
10/24/2018,EURO,115.9808,115.8489,116.1128
10/25/2018,EURO,115.4975,115.3744,115.6206
10/26/2018,EURO,115.3789,115.2461,115.5117
10/29/2018,EURO,115.4636,115.3339,115.5933
10/30/2018,EURO,115.6731,115.5444,115.8017
10/31/2018,EURO,115.6103,115.4794,115.7411
11/1/2018,EURO,115.5392,115.41,115.6683
11/2/2018,EURO,115.9428,115.815,116.0706
11/5/2018,EURO,115.7403,115.6122,115.8683
11/6/2018,EURO,115.47,115.3483,115.5917
11/7/2018,EURO,116.6219,116.4906,116.7533
11/8/2018,EURO,116.8253,116.6994,116.9511
11/9/2018,EURO,116.3778,116.2489,116.5067
11/12/2018,EURO,115.9825,115.8511,116.1139
11/13/2018,EURO,115.4611,115.3344,115.5878
11/14/2018,EURO,115.6597,115.5294,115.79
11/15/2018,EURO,116.3131,116.1856,116.4406
11/16/2018,EURO,116.6411,116.51,116.7722
11/19/2018,EURO,116.8539,116.7211,116.9867
11/20/2018,EURO,117.5247,117.3906,117.6589
11/21/2018,EURO,117.4322,117.3061,117.5583
11/22/2018,EURO,116.8703,116.7372,117.0033
11/23/2018,EURO,116.8181,116.6889,116.9472
11/26/2018,EURO,116.3369,116.2061,116.4678
11/27/2018,EURO,116.4953,116.3694,116.6211
11/28/2018,EURO,116.33,116.2006,116.4594
11/29/2018,EURO,115.7678,115.6406,115.895
11/30/2018,EURO,116.7842,116.6589,116.9094
12/3/2018,EURO,116.5031,116.3761,116.63
12/4/2018,EURO,116.4014,116.2761,116.5267
12/5/2018,EURO,116.9111,116.7783,117.0439
12/6/2018,EURO,116.5911,116.4617,116.7206
12/7/2018,EURO,116.5242,116.395,116.6533
12/10/2018,EURO,116.6933,116.5644,116.8222
12/11/2018,EURO,116.9622,116.8317,117.0928
12/13/2018,EURO,116.8186,116.6883,116.9489
12/14/2018,EURO,116.7244,116.595,116.8539
12/17/2018,EURO,116.0081,115.8811,116.135
12/18/2018,EURO,116.3194,116.1939,116.445
12/19/2018,EURO,116.5194,116.3906,116.6483
12/20/2018,EURO,116.2769,116.1517,116.4022
12/21/2018,EURO,116.2017,116.0733,116.33
12/24/2018,EURO,116.215,116.0867,116.3433
12/27/2018,EURO,116.0542,115.925,116.1833
12/28/2018,EURO,115.9089,115.7767,116.0411
12/31/2018,EURO,116.4464,116.3122,116.5806
1/2/2019,EURO,116.4108,116.2856,116.5361
1/3/2019,EURO,116.1739,116.0472,116.3006
1/4/2019,EURO,116.0806,115.9506,116.2106
1/7/2019,EURO,116.2481,116.12,116.3761
1/8/2019,EURO,116.6306,116.5033,116.7578
1/9/2019,EURO,116.6756,116.55,116.8011
1/10/2019,EURO,116.74,116.6117,116.8683
1/11/2019,EURO,117.3617,117.2306,117.4928
1/14/2019,EURO,117.3092,117.1761,117.4422
1/15/2019,EURO,116.5653,116.44,116.6906
1/16/2019,EURO,116.3031,116.1711,116.435
1/17/2019,EURO,115.8489,115.7233,115.9744
1/18/2019,EURO,115.9333,115.7994,116.0672
1/21/2019,EURO,115.9831,115.8539,116.1122
1/22/2019,EURO,115.5019,115.3744,115.6294
1/23/2019,EURO,115.3158,115.1861,115.4456
1/24/2019,EURO,115.24,115.1106,115.3694
1/25/2019,EURO,114.5578,114.4267,114.6889
1/28/2019,EURO,114.4828,114.3544,114.6111
1/29/2019,EURO,114.9997,114.8667,115.1328
1/30/2019,EURO,115.1481,115.0228,115.2733
1/31/2019,EURO,115.3006,115.1739,115.4272
2/1/2019,EURO,115.5761,115.4456,115.7067
2/4/2019,EURO,114.8961,114.7594,115.0328
2/5/2019,EURO,114.6525,114.5194,114.7856
2/6/2019,EURO,114.3628,114.23,114.4956
2/7/2019,EURO,114.0078,113.8767,114.1389
2/8/2019,EURO,113.6322,113.505,113.7594
2/11/2019,EURO,113.9025,113.7683,114.0367
2/12/2019,EURO,113.7061,113.5778,113.8344
2/13/2019,EURO,113.2689,113.1439,113.3939
2/14/2019,EURO,113.2061,113.0761,113.3361
2/15/2019,EURO,113.3333,113.205,113.4617
2/18/2019,EURO,112.5831,112.4539,112.7122
2/19/2019,EURO,113.4389,113.3161,113.5617
2/20/2019,EURO,113.2553,113.1306,113.38
2/21/2019,EURO,113.7003,113.5717,113.8289
2/22/2019,EURO,113.8133,113.6844,113.9422
2/25/2019,EURO,113.58,113.4533,113.7067
2/26/2019,EURO,113.6064,113.4733,113.7394
2/27/2019,EURO,113.8128,113.6867,113.9389
2/28/2019,EURO,113.8861,113.7561,114.0161
3/1/2019,EURO,113.9633,113.8361,114.0906
3/4/2019,EURO,113.7192,113.5861,113.8522
3/5/2019,EURO,113.4511,113.3211,113.5811
3/6/2019,EURO,113.2853,113.1556,113.415
3/7/2019,EURO,113.0503,112.92,113.1806
3/8/2019,EURO,112.2228,112.0956,112.35
3/11/2019,EURO,111.785,111.6572,111.9128
3/12/2019,EURO,112.0636,111.9394,112.1878
3/13/2019,EURO,113.0242,112.8983,113.15
3/14/2019,EURO,113.2519,113.125,113.3789
3/15/2019,EURO,113.2361,113.105,113.3672
3/18/2019,EURO,113.7008,113.5744,113.8272
3/19/2019,EURO,114.2211,114.0883,114.3539
3/20/2019,EURO,114.5306,114.3978,114.6633
3/21/2019,EURO,114.685,114.5533,114.8167
3/22/2019,EURO,114.7839,114.6506,114.9172
3/25/2019,EURO,113.8089,113.6822,113.9356
3/26/2019,EURO,114.2356,114.1039,114.3672
3/27/2019,EURO,114.0258,113.8967,114.155
3/28/2019,EURO,113.5489,113.4167,113.6811
3/29/2019,EURO,113.0433,112.9128,113.1739
4/1/2019,EURO,113.1569,113.04,113.2739
4/2/2019,EURO,113.2558,113.1328,113.3789
4/3/2019,EURO,113.0469,112.9194,113.1744
4/4/2019,EURO,113.1975,113.0694,113.3256
4/5/2019,EURO,112.9572,112.8283,113.0861
4/8/2019,EURO,113.0042,112.8783,113.13
4/9/2019,EURO,113.4497,113.3189,113.5806
4/10/2019,EURO,113.5842,113.4567,113.7117
4/11/2019,EURO,113.6956,113.5611,113.83
4/12/2019,EURO,113.6931,113.5644,113.8217
4/15/2019,EURO,114.3039,114.1756,114.4322
4/16/2019,EURO,114.2289,114.0994,114.3583
4/17/2019,EURO,114.2233,114.0922,114.3544
4/18/2019,EURO,114.4328,114.3083,114.5572
4/23/2019,EURO,114.0064,113.8778,114.135
4/24/2019,EURO,113.9025,113.775,114.03
4/25/2019,EURO,113.7911,113.6583,113.9239
4/26/2019,EURO,113.0817,112.9583,113.205
4/29/2019,EURO,113.4228,113.2922,113.5533
4/30/2019,EURO,113.1067,112.9822,113.2311
5/2/2019,EURO,113.4528,113.3217,113.5839
5/3/2019,EURO,112.9353,112.805,113.0656
5/6/2019,EURO,112.8153,112.6889,112.9417
5/7/2019,EURO,112.9686,112.835,113.1022
5/8/2019,EURO,113.0306,112.9011,113.16
5/9/2019,EURO,113.3419,113.2117,113.4722
5/10/2019,EURO,113.2017,113.0756,113.3278
5/13/2019,EURO,113.5578,113.4344,113.6811
5/14/2019,EURO,113.6356,113.5106,113.7606
5/15/2019,EURO,113.5194,113.3917,113.6472
5/16/2019,EURO,113.2464,113.1189,113.3739
5/17/2019,EURO,113.2036,113.0767,113.3306
5/20/2019,EURO,113.0614,112.9311,113.1917
5/21/2019,EURO,112.8858,112.7561,113.0156
5/22/2019,EURO,112.9078,112.7794,113.0361
5/23/2019,EURO,113.0928,112.9161,113.2694
5/24/2019,EURO,113.0872,112.9633,113.2111
5/27/2019,EURO,113.2778,113.15,113.4056
5/28/2019,EURO,113.3208,113.1933,113.4483
5/29/2019,EURO,113.3419,113.2133,113.4706
5/30/2019,EURO,113.0683,112.9406,113.1961
5/31/2019,EURO,112.8053,112.6783,112.9322
6/3/2019,EURO,113.0228,112.895,113.1506
6/4/2019,EURO,113.33,113.2022,113.4578
6/6/2019,EURO,113.7817,113.6528,113.9106
6/7/2019,EURO,114.0086,113.8783,114.1389
6/10/2019,EURO,114.3839,114.2522,114.5156
6/11/2019,EURO,114.5256,114.3972,114.6539
6/12/2019,EURO,114.7586,114.63,114.8872
6/13/2019,EURO,114.7642,114.635,114.8933
6/14/2019,EURO,114.5725,114.4433,114.7017
6/17/2019,EURO,114.5142,114.3889,114.6394
6/18/2019,EURO,114.6108,114.4822,114.7394
6/19/2019,EURO,114.2744,114.1456,114.4033
6/20/2019,EURO,114.1853,114.0572,114.3133
6/21/2019,EURO,115.075,114.9444,115.2056
6/24/2019,EURO,115.3386,115.2133,115.4639
6/25/2019,EURO,116.0136,115.8839,116.1433
6/26/2019,EURO,116.2636,116.1367,116.3906
6/27/2019,EURO,116.0678,115.9389,116.1967
6/28/2019,EURO,116.3056,116.1806,116.4306
7/1/2019,EURO,116.5353,116.4039,116.6667
7/2/2019,EURO,116.5256,116.3956,116.6556
7/3/2019,EURO,116.4158,116.2894,116.5422
7/4/2019,EURO,115.4781,115.3483,115.6078
7/5/2019,EURO,115.7564,115.63,115.8828
7/8/2019,EURO,115.1139,114.9833,115.2444
7/9/2019,EURO,115.1997,115.075,115.3244
7/10/2019,EURO,115.1808,115.0528,115.3089
7/11/2019,EURO,115.6061,115.4789,115.7333
7/12/2019,EURO,115.9722,115.8422,116.1022
7/15/2019,EURO,115.87,115.7406,115.9994
7/16/2019,EURO,116.1347,116.0033,116.2661
7/17/2019,EURO,115.6833,115.5578,115.8089
7/18/2019,EURO,115.6022,115.48,115.7244
7/19/2019,EURO,115.6739,115.5478,115.8
7/22/2019,EURO,115.9661,115.8422,116.09
7/23/2019,EURO,116.2614,116.1361,116.3867
7/24/2019,EURO,115.7575,115.6322,115.8828
7/25/2019,EURO,115.9603,115.8361,116.0844
7/26/2019,EURO,115.9897,115.8628,116.1167
7/29/2019,EURO,115.5606,115.4389,115.6822
7/30/2019,EURO,115.81,115.6894,115.9306
7/31/2019,EURO,115.945,115.8172,116.0728
8/1/2019,EURO,116.1092,115.9806,116.2378
8/2/2019,EURO,113.9861,113.8594,114.1128
8/5/2019,EURO,114.3194,114.1917,114.4472
8/6/2019,EURO,115.4042,115.2822,115.5261
8/7/2019,EURO,115.4839,115.3561,115.6117
8/8/2019,EURO,116.0458,115.9239,116.1678
8/9/2019,EURO,115.8167,115.69,115.9433
8/13/2019,EURO,115.4222,115.2917,115.5528
8/14/2019,EURO,115.7172,115.59,115.8444
8/15/2019,EURO,115.4392,115.3106,115.5678
8/16/2019,EURO,115.1217,114.9961,115.2472
8/19/2019,EURO,114.6572,114.5322,114.7822
8/20/2019,EURO,114.6675,114.5433,114.7917
8/21/2019,EURO,114.1219,113.9933,114.2506
8/22/2019,EURO,114.2647,114.1428,114.3867
8/23/2019,EURO,114.2775,114.1517,114.4033
8/26/2019,EURO,114.2178,114.0944,114.3411
8/27/2019,EURO,114.8789,114.75,115.0078
8/28/2019,EURO,114.885,114.7622,115.0078
8/29/2019,EURO,114.6767,114.55,114.8033
8/30/2019,EURO,114.6297,114.505,114.7544
9/2/2019,EURO,114.3983,114.2728,114.5239
9/3/2019,EURO,113.7025,113.5778,113.8272
9/4/2019,EURO,113.6039,113.4767,113.7311
9/5/2019,EURO,114.4161,114.2917,114.5406
9/6/2019,EURO,114.9072,114.7806,115.0339
9/9/2019,EURO,114.6672,114.54,114.7944
9/10/2019,EURO,114.5772,114.4506,114.7039
9/11/2019,EURO,114.4456,114.3222,114.5689
9/12/2019,EURO,114.22,114.0928,114.3472
9/13/2019,EURO,114.0436,113.9194,114.1678
9/16/2019,EURO,115.0733,114.9489,115.1978
9/17/2019,EURO,114.4514,114.3272,114.5756
9/18/2019,EURO,114.5206,114.3961,114.645
9/19/2019,EURO,114.9219,114.7989,115.045
9/20/2019,EURO,114.8764,114.7517,115.0011
9/23/2019,EURO,114.8867,114.7628,115.0106
9/24/2019,EURO,114.1261,114.0039,114.2483
9/25/2019,EURO,114.1903,114.0617,114.3189
9/26/2019,EURO,114.1444,114.0172,114.2717
9/27/2019,EURO,113.6956,113.57,113.8211
9/30/2019,EURO,113.5386,113.4156,113.6617
10/1/2019,EURO,113.2639,113.1389,113.3889
10/2/2019,EURO,113.2328,113.1106,113.355
10/3/2019,EURO,113.6256,113.4994,113.7517
10/4/2019,EURO,113.7056,113.5817,113.8294
10/7/2019,EURO,113.8486,113.7256,113.9717
10/8/2019,EURO,114.0964,113.9722,114.2206
10/9/2019,EURO,113.9589,113.8356,114.0822
10/11/2019,EURO,113.915,113.79,114.04
10/14/2019,EURO,114.7608,114.6356,114.8861
10/15/2019,EURO,114.4575,114.3317,114.5833
10/16/2019,EURO,114.0642,113.9439,114.1844
10/17/2019,EURO,114.5108,114.3844,114.6372
10/18/2019,EURO,115.3658,115.2383,115.4933
10/22/2019,EURO,115.5736,115.4483,115.6989
10/23/2019,EURO,115.3839,115.2711,115.4967
10/24/2019,EURO,115.1619,115.0378,115.2861
10/25/2019,EURO,114.7047,114.5789,114.8306
10/28/2019,EURO,114.6633,114.5383,114.7883
10/29/2019,EURO,114.8694,114.7444,114.9944
10/30/2019,EURO,114.7961,114.6711,114.9211
10/31/2019,EURO,114.7088,114.5841,114.8335
11/1/2019,EURO,115.0879,114.9659,115.21
11/4/2019,EURO,115.1856,115.0624,115.3088
11/5/2019,EURO,115.1885,115.0741,115.3029
11/6/2019,EURO,114.5788,114.4594,114.6982
11/7/2019,EURO,114.2371,114.1153,114.3588
11/8/2019,EURO,113.8726,113.7488,113.9965
11/11/2019,EURO,113.1268,113.0012,113.2524
11/12/2019,EURO,113.0118,112.8888,113.1347
11/13/2019,EURO,112.8606,112.7347,112.9865
11/14/2019,EURO,112.3947,112.2747,112.5147
11/15/2019,EURO,112.2644,112.1394,112.3894
11/18/2019,EURO,112.4565,112.34,112.5729
11/19/2019,EURO,112.7121,112.5859,112.8382
11/20/2019,EURO,112.765,112.6394,112.8906
11/21/2019,EURO,112.2103,112.0865,112.3341
11/22/2019,EURO,112.3415,112.2153,112.4676
11/25/2019,EURO,112.2709,112.1459,112.3959
11/26/2019,EURO,112.3429,112.2218,112.4641
11/27/2019,EURO,112.7532,112.6318,112.8747
11/28/2019,EURO,112.8553,112.7341,112.9765
11/29/2019,EURO,113.1776,113.0506,113.3047
12/2/2019,EURO,112.7732,112.6476,112.8988
12/3/2019,EURO,113.1276,113.0024,113.2529
12/4/2019,EURO,113.4232,113.3,113.5465
12/5/2019,EURO,113.0988,112.9712,113.2265
12/6/2019,EURO,112.82,112.6965,112.9435
12/9/2019,EURO,112.6806,112.5518,112.8094
12/10/2019,EURO,112.2918,112.1641,112.4194
12/11/2019,EURO,112.4224,112.2982,112.5465
12/13/2019,EURO,112.6706,112.5471,112.7941
12/16/2019,EURO,113.565,113.44,113.69
12/17/2019,EURO,113.2503,113.1247,113.3759
12/18/2019,EURO,113.3685,113.2441,113.4929
12/19/2019,EURO,112.1465,112.0229,112.27
12/20/2019,EURO,111.9982,111.8706,112.1259
12/23/2019,EURO,111.6965,111.5682,111.8247
12/24/2019,EURO,111.5041,111.3788,111.6294
12/27/2019,EURO,111.6326,111.51,111.7553
12/30/2019,EURO,112.8803,112.7571,113.0035
12/31/2019,EURO,113.3679,113.2441,113.4918
1/2/2020,EURO,113.5638,113.4376,113.69
1/3/2020,EURO,113.0779,112.95,113.2059
1/6/2020,EURO,112.5447,112.4218,112.6676
1/7/2020,EURO,113.1424,113.0176,113.2671
1/8/2020,EURO,113.1079,112.98,113.2359
1/9/2020,EURO,112.8497,112.7229,112.9765
1/10/2020,EURO,112.9035,112.7806,113.0265
1/13/2020,EURO,112.5697,112.4394,112.7
1/14/2020,EURO,112.9147,112.7876,113.0418
1/15/2020,EURO,112.675,112.5488,112.8012
1/16/2020,EURO,112.9676,112.8441,113.0912
1/17/2020,EURO,112.6926,112.5729,112.8124
1/20/2020,EURO,112.0868,111.9641,112.2094
1/21/2020,EURO,112.0218,111.9047,112.1388
1/22/2020,EURO,112.2206,112.0994,112.3418
1/23/2020,EURO,111.8291,111.7076,111.9506
1/24/2020,EURO,111.8703,111.7418,111.9988
1/27/2020,EURO,111.3518,111.23,111.4735
1/27/2020,EURO,111.3518,111.23,111.4735
1/28/2020,EURO,111.3003,111.1753,111.4253
1/29/2020,EURO,111.0515,110.9294,111.1735
1/30/2020,EURO,110.7968,110.6724,110.9212
1/31/2020,EURO,110.8976,110.7747,111.0206
2/3/2020,EURO,110.9471,110.8253,111.0688
2/4/2020,EURO,111.1259,111.0053,111.2465
2/5/2020,EURO,110.9097,110.7865,111.0329
2/6/2020,EURO,110.5738,110.4547,110.6929
2/7/2020,EURO,110.5191,110.4006,110.6376
2/10/2020,EURO,110.2776,110.1488,110.4065
2/12/2020,EURO,110.1785,110.0559,110.3012
2/13/2020,EURO,109.8215,109.6988,109.9441
2/14/2020,EURO,109.2485,109.1247,109.3724
2/17/2020,EURO,109.0782,108.9553,109.2012
2/18/2020,EURO,109.3438,109.2276,109.46
2/19/2020,EURO,109.2621,109.1412,109.3829
2/20/2020,EURO,109.3179,109.1935,109.4424
2/21/2020,EURO,109.3694,109.2465,109.4924
2/24/2020,EURO,109.3397,109.2188,109.4606
2/25/2020,EURO,109.4276,109.3059,109.5494
2/26/2020,EURO,109.6585,109.5341,109.7829
2/27/2020,EURO,109.6206,109.4941,109.7471
2/28/2020,EURO,110.7838,110.6594,110.9082
3/2/2020,EURO,111.0847,110.9571,111.2124
3/3/2020,EURO,112.9785,112.8476,113.1094
3/4/2020,EURO,113.6935,113.5688,113.8182
3/5/2020,EURO,114.5374,114.4082,114.6665
3/6/2020,EURO,114.7432,114.6141,114.8724
3/9/2020,EURO,116.3194,116.1888,116.45
3/10/2020,EURO,116.9206,116.7906,117.0506
3/11/2020,EURO,116.7521,116.6235,116.8806
3/12/2020,EURO,116.3068,116.1747,116.4388
3/13/2020,EURO,115.0868,114.96,115.2135
3/16/2020,EURO,114.4903,114.3629,114.6176
3/17/2020,EURO,115.2647,115.1382,115.3912
3/18/2020,EURO,114.455,114.3294,114.5806
3/19/2020,EURO,113.5859,113.4612,113.7106
3/20/2020,EURO,113.4438,113.3176,113.57
3/23/2020,EURO,113.4056,113.2835,113.5276
3/24/2020,EURO,114.5574,114.4365,114.6782
3/25/2020,EURO,114.8474,114.7212,114.9735
3/26/2020,EURO,114.8962,114.7647,115.0276
3/27/2020,EURO,115.3644,115.2229,115.5059
3/30/2020,EURO,114.5579,114.4318,114.6841
3/31/2020,EURO,115.3829,115.2606,115.5053
4/1/2020,EURO,115.1185,114.9953,115.2418
4/2/2020,EURO,115.0882,114.9659,115.2106
4/3/2020,EURO,115.2985,115.1712,115.4259
4/6/2020,EURO,114.3891,114.2635,114.5147
4/7/2020,EURO,114.7524,114.6247,114.88
4/8/2020,EURO,115.9453,115.8241,116.0665
4/9/2020,EURO,115.1615,115.0394,115.2835
4/14/2020,EURO,115.3624,115.2394,115.4853
4/15/2020,EURO,116.0569,115.9369,116.1769
4/16/2020,EURO,115.1365,115.0129,115.26
4/17/2020,EURO,115.4212,115.2959,115.5465
4/20/2020,EURO,115.6982,115.5771,115.8194
4/21/2020,EURO,116.0891,115.9629,116.2153
4/22/2020,EURO,115.8982,115.7765,116.02
4/23/2020,EURO,116.3944,116.2682,116.5206
4/24/2020,EURO,115.6315,115.5029,115.76
4/27/2020,EURO,115.3815,115.2553,115.5076
4/28/2020,EURO,116.3159,116.1882,116.4435
4/29/2020,EURO,116.6747,116.5512,116.7982
4/30/2020,EURO,116.4162,116.2935,116.5388
5/4/2020,EURO,116.5941,116.4724,116.7159
5/5/2020,EURO,116.6168,116.4947,116.7388
5/6/2020,EURO,115.1941,115.0729,115.3153
5/7/2020,EURO,114.6256,114.5047,114.7465
5/8/2020,EURO,114.3856,114.2612,114.51
5/11/2020,EURO,114.9621,114.8382,115.0859
5/12/2020,EURO,114.8362,114.7188,114.9535
5/13/2020,EURO,115.4906,115.3682,115.6129
5/14/2020,EURO,115.8512,115.7294,115.9729
5/15/2020,EURO,115.2753,115.1547,115.3959
5/18/2020,EURO,115.6629,115.5376,115.7882
5/19/2020,EURO,115.3562,115.2347,115.4776
5/20/2020,EURO,116.9862,116.8576,117.1147
5/21/2020,EURO,117.1397,117.0129,117.2665
5/22/2020,EURO,117.5491,117.4253,117.6729
5/26/2020,EURO,116.7238,116.5971,116.8506
5/27/2020,EURO,117.2603,117.1318,117.3888
5/28/2020,EURO,117.9565,117.8312,118.0818
5/29/2020,EURO,117.8065,117.6771,117.9359
6/2/2020,EURO,118.9538,118.8235,119.0841
6/3/2020,EURO,118.8776,118.75,119.0053
6/4/2020,EURO,118.8788,118.7524,119.0053
6/5/2020,EURO,119.0588,118.9312,119.1865
6/8/2020,EURO,120.095,119.9665,120.2235
6/9/2020,EURO,120.0959,119.97,120.2218
6/10/2020,EURO,120.1482,120.0212,120.2753
6/11/2020,EURO,121.2606,121.13,121.3912
6/12/2020,EURO,120.9882,120.8553,121.1212
6/15/2020,EURO,120.53,120.4018,120.6582
6/16/2020,EURO,119.8,119.6694,119.9306
6/17/2020,EURO,120.3221,120.1918,120.4524
6/18/2020,EURO,119.5276,119.4006,119.6547
6/19/2020,EURO,119.4556,119.3235,119.5876
6/22/2020,EURO,119.2779,119.1476,119.4082
6/23/2020,EURO,119.5079,119.3776,119.6382
6/24/2020,EURO,120.4903,120.3606,120.62
6/25/2020,EURO,120.0438,119.9165,120.1712
6/26/2020,EURO,119.5447,119.4188,119.6706
6/29/2020,EURO,119.4379,119.3082,119.5676
6/30/2020,EURO,120.14,120.0112,120.2688
7/1/2020,EURO,119.6515,119.5259,119.7771
7/2/2020,EURO,119.6832,119.5565,119.81
7/3/2020,EURO,120.2818,120.1553,120.4082
7/6/2020,EURO,119.7576,119.6318,119.8835
7/7/2020,EURO,120.375,120.2476,120.5024
7/8/2020,EURO,120.4779,120.3488,120.6071
7/9/2020,EURO,120.8185,120.6924,120.9447
7/10/2020,EURO,121.1668,121.0376,121.2959
7/13/2020,EURO,120.9668,120.8388,121.0947
7/14/2020,EURO,121.3938,121.2624,121.5253
7/15/2020,EURO,121.8574,121.7282,121.9865
7/16/2020,EURO,122.5138,122.3818,122.6459
7/17/2020,EURO,122.6147,122.4841,122.7453
7/20/2020,EURO,122.4491,122.3182,122.58
7/21/2020,EURO,123.2329,123.1065,123.3594
7/22/2020,EURO,123.4074,123.2747,123.54
7/23/2020,EURO,125.2568,125.1229,125.3906
7/24/2020,EURO,125.1591,125.0271,125.2912
7/27/2020,EURO,125.0841,124.9506,125.2176
7/28/2020,EURO,126.3644,126.2324,126.4965
7/29/2020,EURO,126.2674,126.1347,126.4
7/30/2020,EURO,126.3894,126.2541,126.5247
8/3/2020,EURO,126.6762,126.5418,126.8106
8/4/2020,EURO,126.3406,126.2071,126.4741
8/5/2020,EURO,126.8079,126.6782,126.9376
8/6/2020,EURO,127.8947,127.7606,128.0288
8/7/2020,EURO,128.0929,127.9582,128.2276
8/10/2020,EURO,127.6385,127.5059,127.7712
8/11/2020,EURO,127.2365,127.1029,127.37
8/12/2020,EURO,127.7044,127.5671,127.8418
8/13/2020,EURO,127.5712,127.4376,127.7047
8/14/2020,EURO,128.1765,128.0418,128.3112
8/17/2020,EURO,127.9962,127.8618,128.1306
8/18/2020,EURO,128.4182,128.2824,128.5541
8/19/2020,EURO,129.7009,129.5629,129.8388
8/20/2020,EURO,129.2135,129.0765,129.3506
8/21/2020,EURO,127.9294,127.7953,128.0635
8/24/2020,EURO,127.295,127.1635,127.4265
8/25/2020,EURO,127.9074,127.7759,128.0388
8/26/2020,EURO,127.8212,127.6865,127.9559
8/27/2020,EURO,127.6735,127.5418,127.8053
8/28/2020,EURO,127.8521,127.7176,127.9865
8/31/2020,EURO,128.5468,128.4147,128.6788
9/1/2020,EURO,128.7132,128.5812,128.8453
9/2/2020,EURO,129.7979,129.6647,129.9312
9/3/2020,EURO,128.2512,128.1171,128.3853
9/4/2020,EURO,128.1874,128.0571,128.3176
9/7/2020,EURO,128.1491,128.0135,128.2847
9/8/2020,EURO,128.1624,128.0288,128.2959
9/9/2020,EURO,127.9676,127.8312,128.1041
9/10/2020,EURO,127.8491,127.7147,127.9835
9/11/2020,EURO,128.4029,128.2688,128.5371
9/14/2020,EURO,128.5562,128.4212,128.6912
9/15/2020,EURO,128.8103,128.6776,128.9429
9/16/2020,EURO,129.2188,129.0841,129.3535
9/17/2020,EURO,128.6821,128.5506,128.8135
9/18/2020,EURO,128.1488,128.0153,128.2824
9/21/2020,EURO,128.4044,128.27,128.5388
9/22/2020,EURO,127.7903,127.6565,127.9241
9/23/2020,EURO,127.5579,127.4253,127.6906
9/24/2020,EURO,126.8209,126.6882,126.9535
9/25/2020,EURO,126.4918,126.3612,126.6224
9/28/2020,EURO,126.5615,126.4306,126.6924
9/29/2020,EURO,126.7871,126.6535,126.9206
9/30/2020,EURO,126.8938,126.7582,127.0294
10/1/2020,EURO,126.9888,126.8524,127.1253
10/2/2020,EURO,127.4097,127.28,127.5394
10/5/2020,EURO,127.2338,127.1012,127.3665
10/6/2020,EURO,127.4144,127.2818,127.5471
10/7/2020,EURO,127.9238,127.7929,128.0547
10/8/2020,EURO,127.6976,127.5624,127.8329
10/9/2020,EURO,127.5618,127.4276,127.6959
10/12/2020,EURO,127.8003,127.6676,127.9329
10/13/2020,EURO,128.1729,128.0382,128.3076
10/14/2020,EURO,127.8415,127.7024,127.9806
10/15/2020,EURO,127.6371,127.5065,127.7676
10/16/2020,EURO,127.2529,127.1182,127.3876
10/19/2020,EURO,127.4047,127.2729,127.5365
10/21/2020,EURO,127.9653,127.8312,128.0994
10/22/2020,EURO,128.7774,128.6441,128.9106
10/23/2020,EURO,128.555,128.42,128.69
10/26/2020,EURO,128.8765,128.7388,129.0141
10/27/2020,EURO,128.6812,128.5471,128.8153
10/28/2020,EURO,128.7135,128.5759,128.8512
10/29/2020,EURO,127.7076,127.5765,127.8388
10/30/2020,EURO,127.2671,127.1335,127.4006
11/2/2020,EURO,127.1679,127.0347,127.3012
11/3/2020,EURO,126.8906,126.7612,127.02
11/4/2020,EURO,127.4079,127.2759,127.54
11/5/2020,EURO,127.3756,127.2441,127.5071
11/6/2020,EURO,128.8515,128.7141,128.9888
11/9/2020,EURO,129.2891,129.1547,129.4235
11/10/2020,EURO,129.2082,129.0765,129.34
11/11/2020,EURO,128.6318,128.4965,128.7671
